"","hAstro","U3028"
"chr15:74346469-74358004_chr15:74455072-74464187",0,1
"chr15:74346469-74358004_chr15:74595508-74627362",1,0
"chr15:74364388-74367863_chr15:74371986-74376512",1,1
"chr15:74364388-74367863_chr15:74595508-74627362",0,1
"chr15:74364388-74367863_chr15:74692947-74698205",0,1
"chr15:74364388-74367863_chr15:74831266-74844838",0,1
"chr15:74364388-74367863_chr15:74904299-74908519",0,1
"chr15:74371986-74376512_chr15:74414291-74436867",1,1
"chr15:74371986-74376512_chr15:74455072-74464187",1,1
"chr15:74371986-74376512_chr15:74537883-74543900",1,1
"chr15:74371986-74376512_chr15:74595508-74627362",1,1
"chr15:74371986-74376512_chr15:74765258-74774268",0,1
"chr15:74371986-74376512_chr15:74878447-74903590",1,0
"chr15:74371986-74376512_chr15:74947661-74963247",0,1
"chr15:74371986-74376512_chr15:75345837-75365487",0,1
"chr15:74414291-74436867_chr15:74455072-74464187",0,1
"chr15:74414291-74436867_chr15:74537883-74543900",1,1
"chr15:74414291-74436867_chr15:74544794-74549511",0,1
"chr15:74414291-74436867_chr15:74586653-74592243",0,1
"chr15:74414291-74436867_chr15:74595508-74627362",1,1
"chr15:74414291-74436867_chr15:74717905-74734065",1,0
"chr15:74414291-74436867_chr15:74831266-74844838",0,1
"chr15:74414291-74436867_chr15:74878447-74903590",1,0
"chr15:74414291-74436867_chr15:74904299-74908519",0,1
"chr15:74414291-74436867_chr15:74934355-74941280",0,1
"chr15:74414291-74436867_chr15:74947661-74963247",0,1
"chr15:74414291-74436867_chr15:75634060-75642667",0,1
"chr15:74455072-74464187_chr15:74537883-74543900",0,1
"chr15:74455072-74464187_chr15:74595508-74627362",1,1
"chr15:74455072-74464187_chr15:74692947-74698205",0,1
"chr15:74455072-74464187_chr15:74765258-74774268",0,1
"chr15:74455072-74464187_chr15:74831266-74844838",0,1
"chr15:74455072-74464187_chr15:74904299-74908519",0,1
"chr15:74455072-74464187_chr15:74947661-74963247",0,1
"chr15:74455072-74464187_chr15:74991662-74998770",0,1
"chr15:74537883-74543900_chr15:74544794-74549511",0,1
"chr15:74537883-74543900_chr15:74595508-74627362",1,1
"chr15:74537883-74543900_chr15:74650151-74652612",0,1
"chr15:74537883-74543900_chr15:74692947-74698205",0,1
"chr15:74537883-74543900_chr15:74717905-74734065",0,1
"chr15:74537883-74543900_chr15:74811453-74829374",0,1
"chr15:74537883-74543900_chr15:74831266-74844838",0,1
"chr15:74537883-74543900_chr15:74867456-74875088",0,1
"chr15:74537883-74543900_chr15:74878447-74903590",1,0
"chr15:74537883-74543900_chr15:74904299-74908519",0,1
"chr15:74537883-74543900_chr15:74934355-74941280",0,1
"chr15:74537883-74543900_chr15:74947661-74963247",0,1
"chr15:74537883-74543900_chr15:75181250-75197137",0,1
"chr15:74537883-74543900_chr15:75333997-75341561",0,1
"chr15:74537883-74543900_chr15:75634060-75642667",0,1
"chr15:74537883-74543900_chr15:75645619-75654408",0,1
"chr15:74537883-74543900_chr15:75666971-75717495",0,1
"chr15:74537883-74543900_chr15:75736115-75741609",0,1
"chr15:74537883-74543900_chr15:75841749-75846523",1,0
"chr15:74544794-74549511_chr15:74595508-74627362",0,1
"chr15:74544794-74549511_chr15:74831266-74844838",0,1
"chr15:74544794-74549511_chr15:76331028-76348617",0,1
"chr15:74595508-74627362_chr15:74692947-74698205",0,1
"chr15:74595508-74627362_chr15:74717905-74734065",1,1
"chr15:74595508-74627362_chr15:74765258-74774268",0,1
"chr15:74595508-74627362_chr15:74780374-74795682",1,1
"chr15:74595508-74627362_chr15:74831266-74844838",1,1
"chr15:74595508-74627362_chr15:74867456-74875088",1,1
"chr15:74595508-74627362_chr15:74878447-74903590",1,1
"chr15:74595508-74627362_chr15:74904299-74908519",1,1
"chr15:74595508-74627362_chr15:74934355-74941280",1,1
"chr15:74595508-74627362_chr15:75016421-75032004",0,1
"chr15:74595508-74627362_chr15:75445653-75459469",0,1
"chr15:74595508-74627362_chr15:75841749-75846523",0,1
"chr15:74650151-74652612_chr15:74947661-74963247",0,1
"chr15:74692947-74698205_chr15:74717905-74734065",1,1
"chr15:74692947-74698205_chr15:74780374-74795682",0,1
"chr15:74692947-74698205_chr15:74831266-74844838",0,1
"chr15:74692947-74698205_chr15:74878447-74903590",0,1
"chr15:74692947-74698205_chr15:74904299-74908519",0,1
"chr15:74692947-74698205_chr15:74934355-74941280",0,1
"chr15:74692947-74698205_chr15:74947661-74963247",0,1
"chr15:74692947-74698205_chr15:75016421-75032004",0,1
"chr15:74692947-74698205_chr15:75198537-75222120",0,1
"chr15:74692947-74698205_chr15:75634060-75642667",0,1
"chr15:74717905-74734065_chr15:74736591-74744095",1,0
"chr15:74717905-74734065_chr15:74780374-74795682",0,1
"chr15:74717905-74734065_chr15:74831266-74844838",0,1
"chr15:74717905-74734065_chr15:74867456-74875088",0,1
"chr15:74717905-74734065_chr15:74878447-74903590",0,1
"chr15:74717905-74734065_chr15:74991662-74998770",0,1
"chr15:74717905-74734065_chr15:75198537-75222120",0,1
"chr15:74717905-74734065_chr15:75666971-75717495",0,1
"chr15:74717905-74734065_chr15:75841749-75846523",0,1
"chr15:74765258-74774268_chr15:74780374-74795682",0,1
"chr15:74765258-74774268_chr15:74934355-74941280",0,1
"chr15:74765258-74774268_chr15:74947661-74963247",0,1
"chr15:74765258-74774268_chr15:75645619-75654408",0,1
"chr15:74780374-74795682_chr15:74811453-74829374",1,1
"chr15:74780374-74795682_chr15:74831266-74844838",1,1
"chr15:74780374-74795682_chr15:74867456-74875088",1,1
"chr15:74780374-74795682_chr15:74878447-74903590",1,1
"chr15:74780374-74795682_chr15:74904299-74908519",1,1
"chr15:74780374-74795682_chr15:74934355-74941280",1,1
"chr15:74780374-74795682_chr15:74947661-74963247",1,1
"chr15:74780374-74795682_chr15:74991662-74998770",1,1
"chr15:74780374-74795682_chr15:75016421-75032004",0,1
"chr15:74780374-74795682_chr15:75181250-75197137",0,1
"chr15:74780374-74795682_chr15:75198537-75222120",0,1
"chr15:74780374-74795682_chr15:75333997-75341561",0,1
"chr15:74780374-74795682_chr15:75345837-75365487",1,0
"chr15:74780374-74795682_chr15:75366870-75371378",1,0
"chr15:74780374-74795682_chr15:75445653-75459469",0,1
"chr15:74780374-74795682_chr15:75575017-75584020",0,1
"chr15:74780374-74795682_chr15:75619282-75627776",0,1
"chr15:74780374-74795682_chr15:75645619-75654408",0,1
"chr15:74780374-74795682_chr15:75799632-75803255",0,1
"chr15:74811453-74829374_chr15:74831266-74844838",1,1
"chr15:74811453-74829374_chr15:74878447-74903590",0,1
"chr15:74811453-74829374_chr15:74934355-74941280",1,0
"chr15:74811453-74829374_chr15:74947661-74963247",1,0
"chr15:74811453-74829374_chr15:75016421-75032004",0,1
"chr15:74811453-74829374_chr15:75181250-75197137",1,0
"chr15:74811453-74829374_chr15:75333997-75341561",1,1
"chr15:74831266-74844838_chr15:74867456-74875088",1,1
"chr15:74831266-74844838_chr15:74878447-74903590",0,1
"chr15:74831266-74844838_chr15:74904299-74908519",1,1
"chr15:74831266-74844838_chr15:74934355-74941280",1,1
"chr15:74831266-74844838_chr15:74947661-74963247",1,1
"chr15:74831266-74844838_chr15:74991662-74998770",0,1
"chr15:74831266-74844838_chr15:75016421-75032004",0,1
"chr15:74831266-74844838_chr15:75198537-75222120",0,1
"chr15:74831266-74844838_chr15:75345837-75365487",0,1
"chr15:74831266-74844838_chr15:75366870-75371378",1,0
"chr15:74831266-74844838_chr15:75445653-75459469",0,1
"chr15:74831266-74844838_chr15:75634060-75642667",0,1
"chr15:74867456-74875088_chr15:74878447-74903590",1,1
"chr15:74867456-74875088_chr15:74904299-74908519",1,1
"chr15:74867456-74875088_chr15:74934355-74941280",0,1
"chr15:74867456-74875088_chr15:74947661-74963247",0,1
"chr15:74867456-74875088_chr15:74991662-74998770",0,1
"chr15:74867456-74875088_chr15:75198537-75222120",0,1
"chr15:74867456-74875088_chr15:75619282-75627776",1,0
"chr15:74867456-74875088_chr15:75634060-75642667",1,0
"chr15:74867456-74875088_chr15:75645619-75654408",0,1
"chr15:74867456-74875088_chr15:75666971-75717495",0,1
"chr15:74878447-74903590_chr15:74904299-74908519",1,1
"chr15:74878447-74903590_chr15:74934355-74941280",0,1
"chr15:74878447-74903590_chr15:74947661-74963247",0,1
"chr15:74878447-74903590_chr15:74991662-74998770",1,0
"chr15:74878447-74903590_chr15:75016421-75032004",0,1
"chr15:74878447-74903590_chr15:75198537-75222120",0,1
"chr15:74878447-74903590_chr15:75634060-75642667",0,1
"chr15:74878447-74903590_chr15:75645619-75654408",0,1
"chr15:74904299-74908519_chr15:74934355-74941280",1,1
"chr15:74904299-74908519_chr15:74947661-74963247",1,1
"chr15:74904299-74908519_chr15:74991662-74998770",0,1
"chr15:74904299-74908519_chr15:75016421-75032004",0,1
"chr15:74904299-74908519_chr15:75181250-75197137",0,1
"chr15:74904299-74908519_chr15:75198537-75222120",0,1
"chr15:74904299-74908519_chr15:75345837-75365487",0,1
"chr15:74904299-74908519_chr15:75445653-75459469",0,1
"chr15:74904299-74908519_chr15:75736115-75741609",0,1
"chr15:74934355-74941280_chr15:74947661-74963247",1,1
"chr15:74934355-74941280_chr15:74991662-74998770",1,1
"chr15:74934355-74941280_chr15:75016421-75032004",0,1
"chr15:74934355-74941280_chr15:75136519-75148781",1,0
"chr15:74934355-74941280_chr15:75181250-75197137",1,1
"chr15:74934355-74941280_chr15:75198537-75222120",0,1
"chr15:74934355-74941280_chr15:75445653-75459469",1,1
"chr15:74934355-74941280_chr15:75666971-75717495",0,1
"chr15:74947661-74963247_chr15:74991662-74998770",1,1
"chr15:74947661-74963247_chr15:75065454-75078539",1,0
"chr15:74947661-74963247_chr15:75181250-75197137",0,1
"chr15:74947661-74963247_chr15:75198537-75222120",1,1
"chr15:74947661-74963247_chr15:75333997-75341561",0,1
"chr15:74947661-74963247_chr15:75345837-75365487",1,1
"chr15:74947661-74963247_chr15:75366870-75371378",0,1
"chr15:74947661-74963247_chr15:75445653-75459469",0,1
"chr15:74947661-74963247_chr15:75634060-75642667",0,1
"chr15:74947661-74963247_chr15:75666971-75717495",0,1
"chr15:74947661-74963247_chr15:75799632-75803255",0,1
"chr15:74947661-74963247_chr15:75841749-75846523",0,1
"chr15:74991662-74998770_chr15:75016421-75032004",0,1
"chr15:74991662-74998770_chr15:75102758-75119299",1,0
"chr15:74991662-74998770_chr15:75181250-75197137",1,1
"chr15:74991662-74998770_chr15:75198537-75222120",1,0
"chr15:74991662-74998770_chr15:75345837-75365487",0,1
"chr15:74991662-74998770_chr15:75445653-75459469",0,1
"chr15:75016421-75032004_chr15:75168369-75180390",0,1
"chr15:75016421-75032004_chr15:75181250-75197137",0,1
"chr15:75016421-75032004_chr15:75198537-75222120",1,1
"chr15:75016421-75032004_chr15:75333997-75341561",0,1
"chr15:75016421-75032004_chr15:75345837-75365487",1,1
"chr15:75016421-75032004_chr15:75445653-75459469",0,1
"chr15:75016421-75032004_chr15:75619282-75627776",0,1
"chr15:75016421-75032004_chr15:75634060-75642667",0,1
"chr15:75055161-75064263_chr15:75181250-75197137",0,1
"chr15:75055161-75064263_chr15:75198537-75222120",0,1
"chr15:75065454-75078539_chr15:75168369-75180390",1,0
"chr15:75065454-75078539_chr15:75198537-75222120",1,0
"chr15:75102758-75119299_chr15:75198537-75222120",1,0
"chr15:75102758-75119299_chr15:75445653-75459469",1,0
"chr15:75136519-75148781_chr15:75149417-75159154",1,0
"chr15:75136519-75148781_chr15:75198537-75222120",1,1
"chr15:75136519-75148781_chr15:75345837-75365487",0,1
"chr15:75136519-75148781_chr15:75445653-75459469",1,0
"chr15:75168369-75180390_chr15:75181250-75197137",1,1
"chr15:75168369-75180390_chr15:75198537-75222120",1,1
"chr15:75168369-75180390_chr15:75445653-75459469",0,1
"chr15:75168369-75180390_chr15:75575017-75584020",0,1
"chr15:75168369-75180390_chr15:75634060-75642667",1,0
"chr15:75181250-75197137_chr15:75198537-75222120",1,1
"chr15:75181250-75197137_chr15:75333997-75341561",1,1
"chr15:75198537-75222120_chr15:75333997-75341561",0,1
"chr15:75198537-75222120_chr15:75345837-75365487",1,1
"chr15:75198537-75222120_chr15:75366870-75371378",1,0
"chr15:75198537-75222120_chr15:75445653-75459469",0,1
"chr15:75198537-75222120_chr15:75575017-75584020",0,1
"chr15:75198537-75222120_chr15:75619282-75627776",0,1
"chr15:75198537-75222120_chr15:75634060-75642667",1,1
"chr15:75198537-75222120_chr15:75645619-75654408",1,1
"chr15:75198537-75222120_chr15:75666971-75717495",1,1
"chr15:75198537-75222120_chr15:75756706-75759943",0,1
"chr15:75198537-75222120_chr15:75841749-75846523",0,1
"chr15:75333997-75341561_chr15:75345837-75365487",1,1
"chr15:75333997-75341561_chr15:75366870-75371378",0,1
"chr15:75333997-75341561_chr15:75445653-75459469",0,1
"chr15:75333997-75341561_chr15:75575017-75584020",1,0
"chr15:75333997-75341561_chr15:75619282-75627776",1,1
"chr15:75333997-75341561_chr15:75634060-75642667",0,1
"chr15:75333997-75341561_chr15:75645619-75654408",0,1
"chr15:75333997-75341561_chr15:75666971-75717495",0,1
"chr15:75333997-75341561_chr15:75736115-75741609",0,1
"chr15:75333997-75341561_chr15:75756706-75759943",1,0
"chr15:75333997-75341561_chr15:75841749-75846523",0,1
"chr15:75345837-75365487_chr15:75366870-75371378",1,1
"chr15:75345837-75365487_chr15:75445653-75459469",1,1
"chr15:75345837-75365487_chr15:75575017-75584020",0,1
"chr15:75345837-75365487_chr15:75597416-75601564",0,1
"chr15:75345837-75365487_chr15:75619282-75627776",0,1
"chr15:75345837-75365487_chr15:75634060-75642667",1,1
"chr15:75345837-75365487_chr15:75645619-75654408",0,1
"chr15:75345837-75365487_chr15:75666971-75717495",0,1
"chr15:75345837-75365487_chr15:75736115-75741609",0,1
"chr15:75345837-75365487_chr15:75756706-75759943",0,1
"chr15:75345837-75365487_chr15:75841749-75846523",0,1
"chr15:75366870-75371378_chr15:75445653-75459469",1,1
"chr15:75366870-75371378_chr15:75575017-75584020",0,1
"chr15:75366870-75371378_chr15:75619282-75627776",0,1
"chr15:75366870-75371378_chr15:75634060-75642667",0,1
"chr15:75366870-75371378_chr15:75645619-75654408",0,1
"chr15:75445653-75459469_chr15:75575017-75584020",0,1
"chr15:75445653-75459469_chr15:75597416-75601564",0,1
"chr15:75445653-75459469_chr15:75619282-75627776",1,1
"chr15:75445653-75459469_chr15:75634060-75642667",1,1
"chr15:75445653-75459469_chr15:75645619-75654408",1,1
"chr15:75445653-75459469_chr15:75666971-75717495",1,1
"chr15:75445653-75459469_chr15:75736115-75741609",1,1
"chr15:75445653-75459469_chr15:75756706-75759943",0,1
"chr15:75445653-75459469_chr15:75799632-75803255",0,1
"chr15:75445653-75459469_chr15:75841749-75846523",1,1
"chr15:75445653-75459469_chr15:75900447-75907853",0,1
"chr15:75445653-75459469_chr15:76055463-76062539",0,1
"chr15:75445653-75459469_chr15:77067148-77078188",0,1
"chr15:75575017-75584020_chr15:75597416-75601564",0,1
"chr15:75575017-75584020_chr15:75619282-75627776",0,1
"chr15:75575017-75584020_chr15:75634060-75642667",1,1
"chr15:75575017-75584020_chr15:75645619-75654408",1,1
"chr15:75575017-75584020_chr15:75666971-75717495",1,1
"chr15:75575017-75584020_chr15:75736115-75741609",0,1
"chr15:75575017-75584020_chr15:75799632-75803255",0,1
"chr15:75575017-75584020_chr15:75900447-75907853",0,1
"chr15:75619282-75627776_chr15:75634060-75642667",1,1
"chr15:75619282-75627776_chr15:75645619-75654408",1,1
"chr15:75619282-75627776_chr15:75666971-75717495",1,1
"chr15:75619282-75627776_chr15:75736115-75741609",0,1
"chr15:75619282-75627776_chr15:75756706-75759943",0,1
"chr15:75619282-75627776_chr15:75841749-75846523",0,1
"chr15:75619282-75627776_chr15:76902051-76906840",0,1
"chr15:75634060-75642667_chr15:75645619-75654408",1,1
"chr15:75634060-75642667_chr15:75666971-75717495",1,1
"chr15:75634060-75642667_chr15:75736115-75741609",1,1
"chr15:75634060-75642667_chr15:75756706-75759943",0,1
"chr15:75634060-75642667_chr15:75799632-75803255",1,0
"chr15:75634060-75642667_chr15:75841749-75846523",0,1
"chr15:75634060-75642667_chr15:77067148-77078188",1,0
"chr15:75645619-75654408_chr15:75666971-75717495",1,1
"chr15:75645619-75654408_chr15:75736115-75741609",0,1
"chr15:75645619-75654408_chr15:75756706-75759943",0,1
"chr15:75645619-75654408_chr15:75806874-75811756",1,0
"chr15:75645619-75654408_chr15:75841749-75846523",0,1
"chr15:75645619-75654408_chr15:76331028-76348617",0,1
"chr15:75645619-75654408_chr15:77067148-77078188",0,1
"chr15:75666971-75717495_chr15:75736115-75741609",1,1
"chr15:75666971-75717495_chr15:75756706-75759943",1,1
"chr15:75666971-75717495_chr15:75799632-75803255",1,1
"chr15:75666971-75717495_chr15:75806874-75811756",1,0
"chr15:75666971-75717495_chr15:75841749-75846523",1,1
"chr15:75666971-75717495_chr15:76055463-76062539",0,1
"chr15:75666971-75717495_chr15:76308511-76313708",0,1
"chr15:75666971-75717495_chr15:76331028-76348617",0,1
"chr15:75736115-75741609_chr15:75756706-75759943",1,1
"chr15:75736115-75741609_chr15:75799632-75803255",1,1
"chr15:75736115-75741609_chr15:75841749-75846523",0,1
"chr15:75736115-75741609_chr15:76156721-76188513",0,1
"chr15:75736115-75741609_chr15:76930346-76934167",0,1
"chr15:75756706-75759943_chr15:75841749-75846523",1,1
"chr15:75756706-75759943_chr15:76055463-76062539",0,1
"chr15:75756706-75759943_chr15:76331028-76348617",0,1
"chr15:75841749-75846523_chr15:76055463-76062539",0,1
"chr15:75841749-75846523_chr15:76331028-76348617",0,1
"chr15:75841749-75846523_chr15:77416786-77424485",0,1
"chr15:75900447-75907853_chr15:76055463-76062539",0,1
"chr15:75900447-75907853_chr15:76308511-76313708",0,1
"chr15:76055463-76062539_chr15:76331028-76348617",0,1
"chr15:76156721-76188513_chr15:76308511-76313708",0,1
"chr15:76156721-76188513_chr15:76331028-76348617",0,1
"chr15:76189722-76207063_chr15:76308511-76313708",0,1
"chr15:76189722-76207063_chr15:76331028-76348617",0,1
"chr15:76308511-76313708_chr15:76331028-76348617",1,1
"chr15:76308511-76313708_chr15:77814812-77833830",1,0
"chr15:76331028-76348617_chr15:76902051-76906840",1,0
"chr15:76331028-76348617_chr15:76930346-76934167",0,1
"chr15:76331028-76348617_chr15:77932590-77948080",0,1
"chr15:76930346-76934167_chr15:77060082-77063204",0,1
"chr15:76930346-76934167_chr15:77081150-77085403",0,1
"chr15:76930346-76934167_chr15:77416786-77424485",0,1
"chr15:77007619-77041410_chr15:77629468-77638719",1,0
"chr15:77060082-77063204_chr15:77067148-77078188",0,1
"chr15:77060082-77063204_chr15:77814812-77833830",0,1
"chr15:77067148-77078188_chr15:77416786-77424485",0,1
"chr15:77067148-77078188_chr15:77536547-77544506",0,1
"chr15:77067148-77078188_chr15:77629468-77638719",1,1
"chr15:77234104-77238581_chr15:77416786-77424485",0,1
"chr15:77416786-77424485_chr15:77495538-77499343",0,1
"chr15:77416786-77424485_chr15:77532559-77535025",0,1
"chr15:77416786-77424485_chr15:77536547-77544506",1,1
"chr15:77416786-77424485_chr15:77603118-77617851",1,0
"chr15:77416786-77424485_chr15:77629468-77638719",1,1
"chr15:77416786-77424485_chr15:77814812-77833830",0,1
"chr15:77416786-77424485_chr15:78327603-78343104",0,1
"chr15:77416786-77424485_chr15:78869747-78880707",1,0
"chr15:77536547-77544506_chr15:77814812-77833830",0,1
"chr15:77603118-77617851_chr15:77814812-77833830",0,1
"chr15:77629468-77638719_chr15:77737776-77741919",0,1
"chr15:77629468-77638719_chr15:77814812-77833830",1,1
"chr15:77629468-77638719_chr15:77834916-77852232",1,0
"chr15:77629468-77638719_chr15:77889775-77894647",0,1
"chr15:77629468-77638719_chr15:77932590-77948080",0,1
"chr15:77629468-77638719_chr15:78614540-78622818",0,1
"chr15:77678504-77708180_chr15:77814812-77833830",0,1
"chr15:77743193-77766748_chr15:77767535-77807783",1,0
"chr15:77743193-77766748_chr15:78099337-78115282",0,1
"chr15:77767535-77807783_chr15:77814812-77833830",1,0
"chr15:77767535-77807783_chr15:78099337-78115282",1,0
"chr15:77814812-77833830_chr15:77834916-77852232",1,0
